40000 100000
1 12873 14536
1 6675 32298
1 34135 21915
1 379 27604
1 29091 39157
1 26814 8249
1 16737 36078
1 13363 22044
1 5337 39875
1 19168 5044
1 20232 6633
1 32901 34337
1 9815 34881
1 29327 35848
1 26118 17196
1 14230 20526
1 38553 5624
1 22241 30606
1 39194 9021
1 25817 14471
1 8978 19489
1 24645 2499
1 6601 10270
1 26162 9801
1 21600 18770
1 37177 32774
1 10374 18000
1 3303 6301
1 15906 2677
1 9675 5350
1 18867 37638
1 7470 38363
1 11462 4137
1 16220 20511
1 18700 18095
1 4109 2543
1 9274 33925
1 26176 19071
1 16373 13870
1 5194 31387
1 1325 18870
1 8498 9286
1 15176 36456
1 10637 35584
1 11244 15128
1 31349 7858
1 14366 14230
1 29143 8816
1 9857 4274
1 20815 1545
1 2438 15086
1 17857 1301
1 19749 4765
1 34827 33503
1 32719 7994
1 39067 25150
1 15412 11627
1 5704 7916
1 1354 23480
1 1717 21813
1 8662 12116
1 31029 28300
1 16899 26527
1 25715 26935
1 15110 23147
1 38612 4437
1 6869 17390
1 18691 39995
1 29492 20919
1 36108 39792
1 1492 26962
1 21705 32077
1 36546 29582
1 6474 27791
1 3158 34437
1 17204 5096
1 11485 3867
1 27405 13335
1 21290 38107
1 12486 37318
1 36808 8896
1 27158 24901
1 22520 8892
1 13858 35381
1 27465 4354
1 9493 14795
1 36850 29632
1 17911 6823
1 3282 27981
1 18445 3693
1 28266 22570
1 34617 39923
1 6333 8529
1 39272 16945
1 29828 33723
1 37750 7013
1 35244 35354
1 265 9521
1 10223 29956
1 10669 10110
1 14496 14442
1 14753 23365
1 17479 16717
1 31155 30954
1 11584 31699
1 36454 8560
1 31274 27820
1 20600 22012
1 29482 21785
1 34688 6737
1 20612 22671
1 32505 29545
1 7450 5613
1 35520 15703
1 1801 22789
1 28201 13719
1 6937 23615
1 25624 21440
1 22008 29185
1 6134 30305
1 3533 39099
1 8110 17422
1 37782 19415
1 9564 6661
1 16390 25226
1 23819 2868
1 35478 32458
1 35592 37964
1 6885 3787
1 2639 33147
1 6149 15221
1 39227 15792
1 8735 3863
1 25290 691
1 7531 32843
1 9204 21636
1 23359 5048
1 5280 17398
1 8406 39259
1 22678 15336
1 24301 24007
1 8047 1481
1 27678 16576
1 8203 23514
1 22917 28686
1 8407 1394
1 29696 19510
1 122 9794
1 20170 26348
1 7678 19480
1 17051 699
1 11851 20326
1 32368 22077
1 28806 37614
1 22585 112
1 20646 30956
1 8107 37839
1 4645 35556
1 8146 21084
1 26055 15856
1 14682 39122
1 36160 13705
1 36057 27675
1 9334 1927
1 681 10241
1 39859 23877
1 4563 37148
1 35819 23226
1 3820 15284
1 10128 25841
1 12455 32520
1 2743 670
1 24385 14910
1 39218 8745
1 38519 31231
1 34454 31242
1 19045 20287
1 5666 26789
1 25636 31880
1 34569 29546
1 39150 28065
1 21269 20293
1 2151 22994
1 734 22083
1 38966 35591
1 37255 33488
1 1610 8199
1 23097 9260
1 32878 17637
1 29900 22518
1 36985 30117
1 27693 32472
1 18733 19133
1 16024 11101
1 11171 25349
1 27410 24909
1 10981 18423
1 26701 26037
1 35663 29762
1 34920 11392
1 5280 30187
1 29503 26286
1 26609 28187
1 25288 3787
1 24275 37824
1 16066 4006
1 384 25045
1 31296 32829
1 8421 24722
1 13691 24919
1 11045 18252
1 33152 1914
1 39829 5707
1 1558 17739
1 34417 34073
1 11071 32892
1 27696 12676
1 13655 1573
1 28003 38831
1 11274 12266
1 4159 19541
1 14888 23810
1 2605 23051
1 38987 20341
1 190 36640
1 16742 27801
1 13549 19521
1 19529 20104
1 8640 30786
1 21107 17218
1 4321 19638
1 33429 12318
1 35222 38794
1 1241 16333
1 3574 15739
1 31530 18922
1 12821 3136
1 31838 7618
1 10040 30115
1 6777 36960
1 38212 28834
1 39582 35717
1 33153 35920
1 35663 6162
1 37067 32015
1 139 9076
1 28391 2787
1 39820 19377
1 12929 32007
1 23364 27928
1 22630 20231
1 4396 30537
1 26937 16018
1 29201 33318
1 5150 1748
1 25411 16497
1 36633 31716
1 18737 36516
1 34683 26083
1 16000 17151
1 39021 17614
1 36522 30793
1 13382 113
1 23417 22166
1 21622 8054
1 32726 15092
1 32567 24467
1 26633 16256
1 15799 29189
1 2008 26293
1 9869 1771
1 9697 3524
1 25518 14142
1 6269 15520
1 20147 27392
1 25109 16934
1 21148 39874
1 37810 2770
1 6064 10268
1 22809 12508
1 38128 398
1 21246 30468
1 30400 35368
1 25429 35512
1 10588 11133
1 17323 2175
1 34685 33792
1 18001 11889
1 13706 15167
1 23365 25441
1 37657 27677
1 12661 5935
1 4520 15487
1 36554 28519
1 16237 4957
1 28122 30666
1 10033 24112
1 25627 11263
1 10940 4990
1 2464 29096
1 27587 24974
1 12780 21898
1 1285 19386
1 37875 14654
1 197 36415
1 12746 38787
1 20800 22503
1 14080 26040
1 45 7042
1 11471 23505
1 6481 18233
1 26298 2986
1 3812 34564
1 811 16275
1 32409 38475
1 7972 20378
1 21862 13515
1 10361 1868
1 35538 39847
1 9232 36005
1 5669 14377
1 8685 34171
1 32251 29645
1 7120 3643
1 36784 32151
1 20193 12153
1 21967 1907
1 9232 3709
1 27472 6691
1 11828 5573
1 3739 8361
1 22861 14084
1 14930 30579
1 11936 6753
1 14325 1066
1 1775 13548
1 31258 31250
1 8542 21868
1 3156 6276
1 1575 9911
1 2458 33554
1 34101 4313
1 39347 15142
1 23709 11830
1 13972 33186
1 27355 23061
1 38713 16659
1 6113 22030
1 14181 6707
1 10677 13042
1 8923 18250
1 9249 24177
1 7463 19820
1 33795 34058
1 35247 20202
1 24549 36564
1 7193 32410
1 14017 22390
1 24953 13289
1 25585 27431
1 17959 1901
1 12307 12133
1 39379 7711
1 31911 7015
1 9557 29450
1 6863 19997
1 22603 23353
1 31344 3435
1 15228 21253
1 31762 9230
1 9478 26569
1 26586 20523
1 32683 25245
1 16468 30634
1 36498 36348
1 19794 38575
1 12925 5461
1 15523 17263
1 32103 4945
1 4265 39213
1 32212 8654
1 19442 35159
1 9782 32115
1 6409 14103
1 10187 23716
1 12487 10414
1 6467 22573
1 23187 23580
1 22277 13235
1 7193 22458
1 5998 13090
1 3244 37034
1 39215 8579
1 39271 37554
1 15134 25564
1 6140 38046
1 28245 39895
1 33556 30652
1 29025 20522
1 20713 31180
1 3900 32900
1 32337 37569
1 434 4765
1 23290 20719
1 24870 1892
1 11199 39646
1 18752 9449
1 12239 33014
1 10731 36711
1 29718 9681
1 31242 22620
1 39892 25509
1 24192 27882
1 21674 2318
1 19853 26069
1 15642 8788
1 38192 28092
1 25577 32228
1 2802 21189
1 37250 31032
1 1369 37076
1 30849 5716
1 8996 22280
1 38409 15684
1 19760 8068
1 9121 14510
1 38355 4668
1 19209 1669
1 27204 594
1 23038 37822
1 13499 10257
1 14047 33840
1 9834 15680
1 11351 36183
1 13360 249
1 16429 13371
1 30801 24190
1 33935 20779
1 753 10915
1 28368 6223
1 10159 29529
1 4170 13189
1 35175 2348
1 6204 36726
1 7270 33125
1 8415 14368
1 27456 5066
1 10794 11063
1 39515 17143
1 1101 3059
1 3144 12736
1 11475 2459
1 7698 29318
1 33323 10403
1 14312 25907
1 7098 19443
1 19930 33861
1 17163 23622
1 3945 24029
1 31293 4869
1 25347 31317
1 8353 3805
1 13880 31561
1 23942 3871
1 10902 22172
1 12561 38081
1 24090 39107
1 3008 22473
1 9076 33727
1 37562 33131
1 14232 39453
1 25460 23192
1 26826 3055
1 37543 9435
1 3595 10541
1 34963 27861
1 30948 22945
1 32795 8371
1 23907 39
1 39024 1994
1 430 38656
1 20693 6564
1 8347 12175
1 3833 10531
1 35643 15387
1 31610 18329
1 22081 6096
1 6222 21748
1 7 31376
1 18427 38012
1 38780 16867
1 22056 32598
1 13256 13834
1 1649 28823
1 21861 26840
1 27169 12393
1 18058 18453
1 9428 3182
1 18924 391
1 5088 18984
1 32496 7416
1 23207 17825
1 33394 34549
1 7516 23597
1 9807 35514
1 11513 32559
1 39645 12637
1 38801 39021
1 30582 19066
1 5394 35895
1 32731 34346
1 19186 17334
1 3178 22227
1 1874 31915
1 28085 4807
1 16052 15026
1 9172 32223
1 295 7900
1 19123 31266
1 33726 10562
1 2760 19821
1 28457 34717
1 29691 25474
1 14966 13721
1 238 36026
1 7665 39509
1 940 4050
1 16755 13503
1 2183 5161
1 16296 20648
1 19656 4162
1 13662 22792
1 22153 29786
1 19753 38886
1 18064 25849
1 15731 33230
1 19124 20457
1 19994 15387
1 16317 31306
1 35644 24294
1 34303 11897
1 33130 24774
1 5398 32936
1 3453 33670
1 583 38694
1 36144 414
1 34381 37465
1 24032 35072
1 10632 2977
1 22968 21285
1 9024 37209
1 32533 13183
1 34621 14416
1 5880 30054
1 14451 5215
1 2049 30442
1 647 19661
1 1494 12870
1 10971 5503
1 39455 31231
1 39828 9927
1 19982 23738
1 15293 12062
1 28241 37419
1 23753 10806
1 980 19283
1 7810 30722
1 4994 24850
1 38091 8328
1 20693 7474
1 4039 1043
1 38144 22104
1 20768 30280
1 1952 33062
1 5031 19198
1 30129 29419
1 7838 22055
1 20568 30408
1 3103 34276
1 30274 18226
1 7650 20581
1 36945 12764
1 10038 23180
1 25910 22142
1 2228 19103
1 13037 29786
1 34181 12950
1 3660 1420
1 18010 9436
1 32769 25953
1 6799 29281
1 21524 7744
1 27815 27159
1 26144 19340
1 22473 18773
1 3547 15874
1 13865 17495
1 9146 3782
1 13165 21889
1 39878 31027
1 10756 31156
1 30460 37731
1 17740 32318
1 35382 37741
1 12652 36395
1 12149 8111
1 16399 22391
1 11543 28767
1 18551 20247
1 30624 38868
1 29522 3780
1 10416 6498
1 13884 1278
1 36659 14409
1 14715 10748
1 6479 36035
1 11085 9557
1 33275 27029
1 36441 10671
1 27088 15431
1 29779 10033
1 5807 11230
1 7546 4821
1 1750 6135
1 11419 39597
1 22416 6955
1 26763 34427
1 25260 1457
1 32217 34013
1 31412 951
1 29424 28034
1 4123 32447
1 14654 6280
1 22480 25988
1 38362 27572
1 15750 23714
1 1097 10815
1 37240 11564
1 8332 8778
1 28504 12259
1 24498 17335
1 16322 30563
1 11884 27748
1 27857 27089
1 23330 36287
1 10837 5844
1 15315 12206
1 17298 134
1 18060 24746
1 10839 11909
1 28380 19389
1 39698 17537
1 4608 453
1 35813 31343
1 8736 4084
1 13393 21548
1 1607 4508
1 33718 9710
1 19457 7187
1 138 30073
1 24104 12794
1 8351 39441
1 34916 34893
1 37536 1124
1 17209 9285
1 31125 25984
1 29694 32696
1 7582 27970
1 26185 8346
1 15196 13504
1 20390 177
1 16640 6813
1 31205 29724
1 37803 34810
1 38088 4781
1 11372 34516
1 36779 21212
1 12331 9719
1 27158 32899
1 8273 28199
1 4261 35368
1 9845 19881
1 22655 21797
1 14084 1500
1 5397 34488
1 4932 35534
1 19345 37196
1 31762 15700
1 8783 33487
1 19417 38645
1 29876 34537
1 15604 35438
1 19949 1797
1 32860 20409
1 14993 4124
1 34955 13294
1 17944 22334
1 28235 18297
1 1367 13502
1 19093 22871
1 37955 8053
1 24605 39917
1 28519 23188
1 13663 4454
1 34465 31248
1 10876 31458
1 37155 38798
1 13105 27234
1 25555 19527
1 3085 9425
1 21166 10954
1 11584 37252
1 35862 35365
1 5126 11697
1 29441 1594
1 8304 27135
1 25980 16724
1 14270 8534
1 26146 20995
1 36995 30612
1 9676 18098
1 6857 30825
1 33809 30474
1 21761 30727
1 10102 14952
1 17536 7013
1 17339 24439
1 18912 19110
1 15847 36380
1 25702 34102
1 21505 16405
1 6083 507
1 24532 514
1 1066 8773
1 23192 35437
1 8111 9932
1 13520 14090
1 15660 20248
1 24348 23882
1 10926 23102
1 24985 6742
1 14634 13990
1 1500 34038
1 4648 23810
1 35054 416
1 38161 10013
1 20835 5936
1 10595 38407
1 11155 24577
1 11473 35821
1 8763 1469
1 10517 30743
1 36023 36164
1 4962 34491
1 16718 32054
1 24763 27883
1 5599 38713
1 24950 16749
1 33686 13773
1 28444 32340
1 16028 24483
1 37802 23920
1 24713 12930
1 25659 8434
1 32921 7198
1 37696 3081
1 25936 4024
1 29940 16798
1 7724 26018
1 25141 23517
1 22711 3621
1 14848 1615
1 2088 29537
1 30385 19856
1 7259 19542
1 15802 4246
1 23275 2548
1 6838 1875
1 30304 30062
1 38429 19132
1 23442 636
1 36394 3081
1 10460 27239
1 34599 14752
1 39507 18421
1 28086 15823
1 36836 16363
1 7514 38673
1 38739 9731
1 24744 28999
1 22926 25665
1 6043 34025
1 19011 24550
1 11644 36186
1 24175 35814
1 37102 22949
1 13723 11375
1 38132 39677
1 29797 37621
1 7068 5517
1 27048 23973
1 8403 18835
1 14658 37570
1 12156 24245
1 9569 35695
1 35847 26038
1 1751 30356
1 32227 31983
1 17987 20954
1 21008 22657
1 20067 38753
1 11165 35742
1 22083 10305
1 36821 29974
1 19274 20651
1 37662 12489
1 2546 17924
1 24706 21805
1 28388 23747
1 35879 28780
1 16428 18404
1 18002 5955
1 21349 11273
1 5734 29028
1 26879 9464
1 33097 11172
1 7257 14331
1 35178 1205
1 33585 39966
1 11299 27163
1 18310 34404
1 32092 33968
1 8153 4035
1 14451 8750
1 35755 33098
1 30348 34462
1 23946 18956
1 7444 38768
1 15076 32519
1 30258 38883
1 15572 21115
1 10206 19236
1 8949 21275
1 4726 1089
1 34020 33791
1 13967 14429
1 10098 7998
1 38721 32817
1 20898 12383
1 13939 23601
1 12326 28282
1 9172 33702
1 32505 23695
1 33945 38514
1 25029 27558
1 29395 8417
1 15899 9504
1 20986 32674
1 8537 11746
1 24207 29666
1 4372 6720
1 9048 4318
1 24514 8071
1 1184 7533
1 1396 11037
1 19476 7474
1 8886 26875
1 39482 9287
1 37796 22153
1 7650 35165
1 16374 14684
1 32120 4223
1 15979 12713
1 28208 37945
1 13384 2972
1 39947 35977
1 27245 13406
1 35720 10316
1 17349 11221
1 33270 36880
1 31149 35698
1 36582 13011
1 2535 8065
1 10049 23395
1 694 29405
1 36841 34371
1 27275 16579
1 11668 8277
1 11890 25897
1 33645 5767
1 29590 1409
1 9975 20818
1 21782 23497
1 16102 14217
1 8016 9621
1 31618 39809
1 13012 30030
1 9316 30022
1 18179 27568
1 7435 19294
1 20633 26164
1 12160 25371
1 5323 11325
1 28342 14081
1 9051 34866
1 11713 14496
1 24638 25227
1 23666 32860
1 101 6519
1 21494 39044
1 3091 22777
1 16761 2037
1 37423 31633
1 27386 32334
1 10721 30039
1 7714 11115
1 4382 7346
1 35329 22759
1 25022 31682
1 23295 28301
1 21271 12748
1 32450 9461
1 21940 24400
1 7809 23644
1 6127 25173
1 7043 24923
1 11577 11612
1 4593 13638
1 11081 34621
1 14778 33966
1 3835 9106
1 1558 14687
1 25496 6499
1 36254 25371
1 38385 15577
1 23774 16739
1 15510 33456
1 22200 33973
1 30531 32109
1 30815 14207
1 35495 12586
1 39122 957
1 33578 10558
1 33168 32545
1 22985 9784
1 795 28196
1 423 16274
1 35965 23568
1 23546 1544
1 17523 27898
1 5876 13495
1 7115 28881
1 14502 39894
1 28337 6149
1 1449 36891
1 31302 6399
1 26653 10571
1 22096 16098
1 34749 34202
1 16668 21220
1 540 26935
1 20587 12406
1 39005 15079
1 39410 23356
1 6098 36454
1 35480 6968
1 1631 13572
1 13141 12112
1 36719 15811
1 29452 33092
1 2164 20403
1 5352 3909
1 12077 17402
1 25044 27614
1 37971 14201
1 1534 23761
1 2986 28064
1 12339 17199
1 31861 10699
1 27046 5993
1 15417 7393
1 5835 16100
1 19343 9406
1 39097 29105
1 13013 7654
1 17561 36108
1 22087 19835
1 20390 39674
1 17145 25100
1 13048 7436
1 12286 7352
1 13808 10406
1 37350 39347
1 51 12153
1 2729 3691
1 22390 36001
1 13632 467
1 10091 23556
1 825 7370
1 23442 37516
1 8993 9969
1 34368 2211
1 11303 19035
1 8411 24926
1 464 19292
1 16661 26123
1 24918 3727
1 31996 26934
1 30483 22381
1 9737 35474
1 3002 36752
1 3280 7409
1 37666 3883
1 34525 22037
1 16989 32172
1 31371 32005
1 30142 18254
1 5440 23696
1 35238 31740
1 2345 8721
1 24658 205
1 35935 39385
1 14450 31427
1 37341 9678
1 16685 7036
1 39630 27084
1 19592 9364
1 30678 24550
1 576 26198
1 27292 13488
1 6498 33034
1 29280 14186
1 25324 23136
1 14638 5770
1 33212 11179
1 25116 10751
1 12201 27087
1 36274 10935
1 1481 7437
1 13170 28233
1 19687 2818
1 28906 32635
1 10722 3769
1 5081 17911
1 28974 35661
1 22922 13517
1 25980 14566
1 27477 37288
1 13777 26041
1 8025 29880
1 5893 14687
1 3149 30933
1 27979 12128
1 5873 34669
1 17162 7037
1 2839 25190
1 26078 17901
1 6379 15299
1 5174 24765
1 31631 38848
1 8312 5357
1 35742 2776
1 39597 9307
1 22947 39454
1 17335 13481
1 7992 34368
1 8055 38234
1 39686 8361
1 1212 38714
1 35582 622
1 37644 10062
1 33617 271
1 21772 35265
1 32976 32004
1 39074 33505
1 3159 26312
1 18933 39508
1 19148 37083
1 14863 14803
1 36181 38171
1 13025 31109
1 2419 21086
1 23664 37960
1 36216 11263
1 35948 23989
1 5818 2529
1 38330 33551
1 23324 10710
1 31164 19125
1 14031 4279
1 38568 28422
1 32633 7386
1 13255 39722
1 36027 18673
1 29286 19903
1 23880 9306
1 13181 30294
1 4006 3540
1 29479 10325
1 5385 18793
1 30058 36439
1 221 4271
1 35609 12001
1 14016 26504
1 28014 13845
1 37185 16699
1 13400 31883
1 8736 34700
1 37177 1942
1 34937 12796
1 33394 21987
1 13938 18279
1 16920 32356
1 885 25455
1 5006 21455
1 8938 16067
1 25657 31672
1 30087 17875
1 38117 4984
1 11531 3789
1 6670 2924
1 35561 36191
1 4370 15152
1 32252 39812
1 23367 5624
1 32000 19459
1 28524 39246
1 4342 24926
1 37555 23269
1 38642 24006
1 9088 3820
1 29483 7975
1 27317 39980
1 38836 13103
1 1032 5527
1 28579 15671
1 28415 19276
1 39474 1188
1 33583 989
1 5227 9897
1 39396 20142
1 23641 31996
1 35384 20786
1 37490 13043
1 13173 4633
1 23073 2391
1 37762 24910
1 36839 1709
1 37329 20983
1 31034 4711
1 17731 2617
1 35540 31256
1 3660 29081
1 2716 36885
1 18046 29192
1 2895 17963
1 31015 8545
1 31723 39950
1 625 38143
1 8817 60
1 29348 3225
1 38885 14203
1 30455 5266
1 6497 28926
1 30789 23834
1 23288 17393
1 13612 34546
1 20 13780
1 8435 1822
1 19506 13287
1 12973 15864
1 38590 3802
1 16456 453
1 30029 29812
1 331 26142
1 29938 20627
1 36439 29077
1 30707 13920
1 37389 4251
1 29142 22341
1 30853 35434
1 2653 21066
1 13992 36303
1 19967 3615
1 1427 9009
1 5296 31348
1 22018 16541
1 33041 31782
1 18744 5310
1 18080 8151
1 20247 28324
1 17891 19537
1 36182 12290
1 19148 27571
1 34869 6847
1 6067 16040
1 39262 37833
1 14256 7798
1 1240 8120
1 319 39223
1 28337 2748
1 28916 2336
1 33749 2425
1 39024 22038
1 34880 6023
1 37460 25691
1 28202 33166
1 13262 25643
1 17540 14481
1 25901 23993
1 26195 18783
1 6249 10216
1 35527 29139
1 26941 22978
1 37393 36587
1 7353 19968
1 26331 6067
1 21921 7531
1 19143 20852
1 18750 29338
1 15225 8555
1 37845 17140
1 35732 31246
1 8035 35893
1 17005 36475
1 732 7392
1 3081 6315
1 6439 17139
1 16241 11215
1 36531 15707
1 29227 23382
1 18489 23434
1 1848 18188
1 9473 694
1 4914 1611
1 6479 7644
1 22341 8739
1 24350 17287
1 32053 26660
1 329 37026
1 21835 5775
1 8373 21651
1 35301 24039
1 8260 12694
1 37205 23341
1 37438 39221
1 11194 29358
1 29973 24599
1 22121 15325
1 20494 5310
1 7421 19319
1 22795 36525
1 6830 37215
1 6152 27612
1 36134 20175
1 19666 9052
1 34273 11105
1 38340 38131
1 11651 35935
1 337 26142
1 11149 39019
1 8915 10319
1 14052 1599
1 16923 33524
1 14309 26195
1 20899 9321
1 2505 9642
1 24187 11288
1 2724 24511
1 24367 21510
1 31639 30987
1 31527 6091
1 28733 36885
1 30162 33650
1 39314 10035
1 11753 1270
1 23432 26785
1 3008 11263
1 13400 38758
1 16905 22840
1 18819 24390
1 34867 9766
1 32498 39329
1 31935 32705
1 33277 14800
1 17352 38371
1 22549 4389
1 8516 11306
1 17668 26003
1 28713 7518
1 13190 20962
1 13948 36477
1 14958 38174
1 20942 26924
1 6463 30413
1 3627 23293
1 34708 8340
1 12789 7570
1 1408 27832
1 4025 24613
1 27956 31353
1 11410 3428
1 12223 16861
1 27380 1472
1 9997 4963
1 33374 22774
1 14791 32211
1 16013 33410
1 19182 17313
1 28003 9536
1 16764 13437
1 3969 16246
1 26440 16196
1 5527 27956
1 12191 18216
1 7275 26028
1 4216 14695
1 29947 31213
1 35162 38437
1 22217 29405
1 26882 14950
1 3999 36560
1 1275 31048
1 6075 20934
1 35717 27988
1 11761 2582
1 39954 17219
1 16898 23524
1 11262 8469
1 17183 24305
1 34209 10113
1 25739 8464
1 21735 39442
1 1511 20804
1 6192 24802
1 20378 8778
1 3939 15246
1 39843 21860
1 16324 5147
1 34617 8384
1 27525 24330
1 26882 30771
1 32403 13630
1 5491 32005
1 39133 35455
1 39164 29640
1 28237 29717
1 7602 15427
1 20821 38127
1 34316 4057
1 5452 11463
1 27829 37358
1 20193 20179
1 10441 6654
1 3892 28449
1 36269 6518
1 18548 34208
1 19471 20453
1 29747 6586
1 35156 15856
1 13620 39679
1 9595 38411
1 27834 14949
1 19701 32969
1 27184 13486
1 835 7560
1 35340 10314
1 3840 10901
1 35028 21219
1 22911 38483
1 27021 7051
1 6497 8080
1 18266 38490
1 25921 11685
1 32292 5204
1 29473 14190
1 29317 23672
1 8508 16057
1 28729 36229
1 14069 11968
1 13030 5021
1 9280 37985
1 23969 36387
1 4581 9359
1 4874 7945
1 16995 4382
1 27698 8073
1 37613 37363
1 5420 38799
1 3201 12688
1 15197 14553
1 5307 38247
1 13190 12464
1 37246 30189
1 31969 27128
1 7415 31748
1 35165 9842
1 22938 14182
1 3445 14678
1 33350 18295
1 23661 32448
1 27055 8249
1 21163 9385
1 19705 8406
1 22982 34628
1 8124 5544
1 15282 26816
1 23922 33170
1 29518 32379
1 4095 24307
1 27567 38025
1 28854 21964
1 8106 19031
1 51 38294
1 14144 20177
1 38568 38782
1 30916 14277
1 5293 11852
1 1262 13829
1 26512 22158
1 28031 16091
1 10378 21794
1 1409 38420
1 24987 12016
1 18991 1416
1 18138 5193
1 2446 38256
1 20982 8686
1 26359 3271
1 25679 20953
1 31261 9882
1 18325 30190
1 7106 15517
1 21465 18781
1 3287 9130
1 22908 30089
1 37796 24469
1 18713 39561
1 36425 16174
1 11719 39060
1 28265 35459
1 19435 26958
1 17694 9879
1 6985 8863
1 15301 18482
1 28854 5827
1 3980 30388
1 2007 35054
1 31272 28579
1 11001 1779
1 32537 859
1 14744 5443
1 36101 16807
1 10648 4664
1 29911 25854
1 11135 10625
1 1800 19188
1 16361 60
1 9547 26218
1 6471 12542
1 1164 39959
1 5567 21120
1 24508 26611
1 13489 22131
1 23131 33503
1 30614 12574
1 3888 13766
1 26212 8903
1 28672 28214
1 8889 22242
1 10430 35255
1 21806 16005
1 9070 36505
1 8362 24062
1 23607 11876
1 147 12234
1 20322 21608
1 25360 29547
1 4594 11118
1 39711 19949
1 16632 14817
1 31382 36099
1 19422 1787
1 21598 10010
1 10167 32796
1 36826 11412
1 29664 32240
1 22766 4167
1 18296 33431
1 24699 58
1 1906 6326
1 34345 25707
1 9997 6613
1 11839 35067
1 10967 6779
1 8383 28005
1 7519 3843
1 6299 13566
1 29780 2703
1 16148 36911
1 35241 10663
1 27261 7298
1 13699 15743
1 24064 4959
1 3491 21176
1 16666 24856
1 37295 4910
1 8953 15925
1 29086 23387
1 3616 34113
1 16792 11988
1 8588 15307
1 23921 39558
1 13552 13108
1 18836 5960
1 1569 29684
1 20941 10638
1 29746 1884
1 4460 20128
1 12313 35823
1 28583 38132
1 27158 14590
1 36199 1693
1 2923 10032
1 2575 8613
1 39208 36141
1 33398 12005
1 29437 34220
1 9625 37562
1 39304 8220
1 36990 35996
1 34045 29197
1 2554 31818
1 3285 11934
1 33157 19670
1 27262 28186
1 27016 3257
1 4587 23371
1 17239 2765
1 19367 19479
1 5727 15874
1 33572 27406
1 27529 32092
1 21973 119
1 9115 24609
1 11774 23616
1 32660 28963
1 23236 19239
1 12364 24300
1 1715 4467
1 8381 36310
1 8280 21407
1 7801 21380
1 23619 30536
1 19690 36340
1 568 21478
1 21365 35317
1 3779 31652
1 6323 13672
1 6463 21074
1 9665 37401
1 19407 38977
1 31071 30439
1 7890 34431
1 6364 12337
1 20 17644
1 20662 22396
1 20368 6349
1 25948 6374
1 27002 2664
1 23080 28668
1 32474 34502
1 4183 12556
1 11515 21537
1 35557 6595
1 39126 17973
1 15796 16652
1 23592 7878
1 18590 28212
1 31057 31867
1 1374 25825
1 703 11040
1 19612 7061
1 14717 25204
1 6469 2857
1 21974 1048
1 36313 2924
1 3186 25352
1 35754 18768
1 32342 19755
